('49280', (('11', '1.5', '1231676352'), 'Fantasy'))
('49280', (('148585', '3.5', '1395725178'), 'Action'))
('49280', (('148585', '3.5', '1395725178'), 'Thriller'))
('49280', (('149560', '3.5', '1204303792'), 'Fantasy'))
('49280', (('149560', '3.5', '1204303792'), 'Action'))
('49280', (('149560', '3.5', '1204303792'), 'Thriller'))
('49280', (('149856', '3.5', '1177376523'), 'Fantasy'))
('49280', (('149856', '3.5', '1177376523'), 'Action'))
('49280', (('149856', '3.5', '1177376523'), 'Thriller'))
('49280', (('150166', '3.0', '1177600212'), 'Fantasy'))
('49280', (('150166', '3.0', '1177600212'), 'Action'))
('49280', (('150166', '3.0', '1177600212'), 'Thriller'))
('5589', (('150168', '4.0', '1036888021'), 'Music'))
('5589', (('150168', '4.0', '1036888021'), 'Comedy'))
('5589', (('150168', '4.0', '1036888021'), 'Family'))
('5589', (('150751', '2.5', '1135201652'), 'Music'))
('5589', (('150751', '2.5', '1135201652'), 'Comedy'))
('5589', (('150751', '2.5', '1135201652'), 'Family'))
('49280', (('151028', '4.0', '1226862229'), 'Fantasy'))
('49280', (('151028', '4.0', '1226862229'), 'Action'))
('49280', (('151028', '4.0', '1226862229'), 'Thriller'))
('5589', (('151252', '2.0', '1051850514'), 'Music'))
('5589', (('151252', '2.0', '1051850514'), 'Comedy'))
('5589', (('151252', '2.0', '1051850514'), 'Family'))
('49280', (('151252', '3.0', '1165872039'), 'Fantasy'))
('49280', (('151252', '3.0', '1165872039'), 'Action'))
('49280', (('151252', '3.0', '1165872039'), 'Thriller'))
('49280', (('151571', '4.0', '1171669394'), 'Fantasy'))
('49280', (('151571', '4.0', '1171669394'), 'Action'))
('49280', (('151571', '4.0', '1171669394'), 'Thriller'))
('5589', (('152041', '3.0', '1097250713'), 'Music'))
('5589', (('152041', '3.0', '1097250713'), 'Comedy'))
('5589', (('152041', '3.0', '1097250713'), 'Family'))
('49280', (('152150', '2.0', '1280554601'), 'Fantasy'))
('49280', (('152150', '2.0', '1280554601'), 'Action'))
('49280', (('152150', '2.0', '1280554601'), 'Thriller'))
('49280', (('153153', '3.5', '1184221854'), 'Fantasy'))
('49280', (('153153', '3.5', '1184221854'), 'Action'))
('49280', (('153153', '3.5', '1184221854'), 'Thriller'))
('49280', (('153394', '3.5', '1332878789'), 'Fantasy'))
('49280', (('153394', '3.5', '1332878789'), 'Action'))
('49280', (('153394', '3.5', '1332878789'), 'Thriller'))
('49280', (('153561', '2.5', '1199807080'), 'Fantasy'))
('49280', (('153561', '2.5', '1199807080'), 'Action'))
('49280', (('153561', '2.5', '1199807080'), 'Thriller'))
('49280', (('154532', '4.5', '1165644662'), 'Fantasy'))
('49280', (('154532', '4.5', '1165644662'), 'Action'))
('49280', (('154532', '4.5', '1165644662'), 'Thriller'))
('49280', (('154570', '4.5', '1276038563'), 'Fantasy'))
('49280', (('154570', '4.5', '1276038563'), 'Action'))
('49280', (('154570', '4.5', '1276038563'), 'Thriller'))
('49280', (('156311', '3.5', '1231372414'), 'Fantasy'))
('49280', (('156311', '3.5', '1231372414'), 'Action'))
('49280', (('156311', '3.5', '1231372414'), 'Thriller'))
('49280', (('156555', '3.0', '1183623781'), 'Fantasy'))
('49280', (('156555', '3.0', '1183623781'), 'Action'))
('49280', (('156555', '3.0', '1183623781'), 'Thriller'))
('5589', (('156576', '5.0', '1032036405'), 'Music'))
('5589', (('156576', '5.0', '1032036405'), 'Comedy'))
('5589', (('156576', '5.0', '1032036405'), 'Family'))
('49280', (('156679', '4.5', '1187703919'), 'Fantasy'))
('49280', (('156679', '4.5', '1187703919'), 'Action'))
('49280', (('156679', '4.5', '1187703919'), 'Thriller'))
('5589', (('157093', '4.0', '1117521929'), 'Music'))
('5589', (('157093', '4.0', '1117521929'), 'Comedy'))
('5589', (('157093', '4.0', '1117521929'), 'Family'))
('5589', (('157329', '3.0', '1136540290'), 'Music'))
('5589', (('157329', '3.0', '1136540290'), 'Comedy'))
('5589', (('157329', '3.0', '1136540290'), 'Family'))
('5589', (('157370', '1.5', '1111604202'), 'Music'))
('5589', (('157370', '1.5', '1111604202'), 'Comedy'))
('5589', (('157370', '1.5', '1111604202'), 'Family'))
('49280', (('157664', '3.5', '1305173801'), 'Fantasy'))
('49280', (('157664', '3.5', '1305173801'), 'Action'))
('49280', (('157664', '3.5', '1305173801'), 'Thriller'))
('49280', (('158271', '3.5', '1214947392'), 'Fantasy'))
('49280', (('158271', '3.5', '1214947392'), 'Action'))
('49280', (('158271', '3.5', '1214947392'), 'Thriller'))
('49280', (('159910', '4.0', '1261423128'), 'Fantasy'))
('49280', (('159910', '4.0', '1261423128'), 'Action'))
('49280', (('159910', '4.0', '1261423128'), 'Thriller'))
('49280', (('160153', '3.0', '1179028139'), 'Fantasy'))
('49280', (('160153', '3.0', '1179028139'), 'Action'))
('49280', (('160153', '3.0', '1179028139'), 'Thriller'))
('49280', (('160747', '1.0', '1180054032'), 'Fantasy'))
('49280', (('160747', '1.0', '1180054032'), 'Action'))
('49280', (('160747', '1.0', '1180054032'), 'Thriller'))
('49280', (('160896', '4.5', '1293311200'), 'Fantasy'))
('49280', (('160896', '4.5', '1293311200'), 'Action'))
('49280', (('160896', '4.5', '1293311200'), 'Thriller'))
('49280', (('161294', '1.5', '1189095364'), 'Fantasy'))
('49280', (('161294', '1.5', '1189095364'), 'Action'))
('49280', (('161294', '1.5', '1189095364'), 'Thriller'))
('5589', (('161297', '2.5', '1074954095'), 'Music'))
('5589', (('161297', '2.5', '1074954095'), 'Comedy'))
('5589', (('161297', '2.5', '1074954095'), 'Family'))
('49280', (('161725', '4.0', '1194346595'), 'Fantasy'))
('49280', (('161725', '4.0', '1194346595'), 'Action'))
('49280', (('161725', '4.0', '1194346595'), 'Thriller'))
('49280', (('161986', '0.5', '1184876666'), 'Fantasy'))
('49280', (('161986', '0.5', '1184876666'), 'Action'))
('49280', (('161986', '0.5', '1184876666'), 'Thriller'))
('49280', (('162129', '4.0', '1198275260'), 'Fantasy'))
('49280', (('162129', '4.0', '1198275260'), 'Action'))
('49280', (('162129', '4.0', '1198275260'), 'Thriller'))
('5589', (('162158', '3.0', '1109628300'), 'Music'))
('5589', (('162158', '3.0', '1109628300'), 'Comedy'))
('5589', (('162158', '3.0', '1109628300'), 'Family'))
('49280', (('162347', '4.0', '1165998014'), 'Fantasy'))
('49280', (('162347', '4.0', '1165998014'), 'Action'))
('49280', (('162347', '4.0', '1165998014'), 'Thriller'))
('49280', (('162505', '2.0', '1188310549'), 'Fantasy'))
('49280', (('162505', '2.0', '1188310549'), 'Action'))
('49280', (('162505', '2.0', '1188310549'), 'Thriller'))
('49280', (('162546', '3.0', '1497177746'), 'Fantasy'))
('49280', (('162546', '3.0', '1497177746'), 'Action'))
('49280', (('162546', '3.0', '1497177746'), 'Thriller'))
('49280', (('162590', '4.0', '1197733575'), 'Fantasy'))
('49280', (('162590', '4.0', '1197733575'), 'Action'))
('49280', (('162590', '4.0', '1197733575'), 'Thriller'))
('49280', (('162713', '3.5', '1494716841'), 'Fantasy'))
('49280', (('162713', '3.5', '1494716841'), 'Action'))
('49280', (('162713', '3.5', '1494716841'), 'Thriller'))
('49280', (('162835', '3.0', '1179885731'), 'Fantasy'))
('49280', (('162835', '3.0', '1179885731'), 'Action'))
('49280', (('162835', '3.0', '1179885731'), 'Thriller'))
('49280', (('163092', '3.0', '1224886131'), 'Fantasy'))
('49280', (('163092', '3.0', '1224886131'), 'Action'))
('49280', (('163092', '3.0', '1224886131'), 'Thriller'))
('5589', (('163280', '5.0', '1394682908'), 'Music'))
('5589', (('163280', '5.0', '1394682908'), 'Comedy'))
('5589', (('163280', '5.0', '1394682908'), 'Family'))
('49280', (('163536', '5.0', '1283830899'), 'Fantasy'))
('49280', (('163536', '5.0', '1283830899'), 'Action'))
('49280', (('163536', '5.0', '1283830899'), 'Thriller'))
('5589', (('163835', '4.0', '1247880809'), 'Music'))
('5589', (('163835', '4.0', '1247880809'), 'Comedy'))
('5589', (('163835', '4.0', '1247880809'), 'Family'))
('49280', (('163992', '4.0', '1191769374'), 'Fantasy'))
('49280', (('163992', '4.0', '1191769374'), 'Action'))
('49280', (('163992', '4.0', '1191769374'), 'Thriller'))
('5589', (('164060', '4.0', '1241495859'), 'Music'))
('5589', (('164060', '4.0', '1241495859'), 'Comedy'))
('5589', (('164060', '4.0', '1241495859'), 'Family'))
('5589', (('165164', '2.0', '1117601990'), 'Music'))
('5589', (('165164', '2.0', '1117601990'), 'Comedy'))
('5589', (('165164', '2.0', '1117601990'), 'Family'))
('49280', (('166455', '3.5', '1186515067'), 'Fantasy'))
('49280', (('166455', '3.5', '1186515067'), 'Action'))
('49280', (('166455', '3.5', '1186515067'), 'Thriller'))
('5589', (('166928', '3.0', '1295893263'), 'Music'))
('5589', (('166928', '3.0', '1295893263'), 'Comedy'))
('5589', (('166928', '3.0', '1295893263'), 'Family'))
('49280', (('167097', '4.5', '1200929425'), 'Fantasy'))
('49280', (('167097', '4.5', '1200929425'), 'Action'))
('49280', (('167097', '4.5', '1200929425'), 'Thriller'))
('49280', (('167323', '3.5', '1237581814'), 'Fantasy'))
('49280', (('167323', '3.5', '1237581814'), 'Action'))
('49280', (('167323', '3.5', '1237581814'), 'Thriller'))
('45527', (('167720', '2.0', '1472354564'), 'Action'))
('45527', (('167720', '2.0', '1472354564'), 'Mystery'))
('45527', (('167720', '2.0', '1472354564'), 'Thriller'))
('45527', (('167720', '2.0', '1472354564'), 'Horror'))
('49280', (('168620', '4.0', '1169428194'), 'Fantasy'))
('49280', (('168620', '4.0', '1169428194'), 'Action'))
('49280', (('168620', '4.0', '1169428194'), 'Thriller'))
('49280', (('168762', '1.5', '1380855076'), 'Fantasy'))
('49280', (('168762', '1.5', '1380855076'), 'Action'))
('49280', (('168762', '1.5', '1380855076'), 'Thriller'))
('49280', (('169689', '2.5', '1181049786'), 'Fantasy'))
('49280', (('169689', '2.5', '1181049786'), 'Action'))
('49280', (('169689', '2.5', '1181049786'), 'Thriller'))
('49280', (('170287', '2.0', '1174668122'), 'Fantasy'))
('49280', (('170287', '2.0', '1174668122'), 'Action'))
('49280', (('170287', '2.0', '1174668122'), 'Thriller'))
('49280', (('170547', '4.0', '1415432337'), 'Fantasy'))
('49280', (('170547', '4.0', '1415432337'), 'Action'))
('49280', (('170547', '4.0', '1415432337'), 'Thriller'))
('49280', (('170557', '3.5', '1229181274'), 'Fantasy'))
('49280', (('170557', '3.5', '1229181274'), 'Action'))
('49280', (('170557', '3.5', '1229181274'), 'Thriller'))
('5589', (('171496', '3.5', '1090353428'), 'Music'))
('5589', (('171496', '3.5', '1090353428'), 'Comedy'))
('5589', (('171496', '3.5', '1090353428'), 'Family'))
('49280', (('171535', '2.0', '1182821264'), 'Fantasy'))
('49280', (('171535', '2.0', '1182821264'), 'Action'))
('49280', (('171535', '2.0', '1182821264'), 'Thriller'))
('5589', (('172005', '3.0', '1149258551'), 'Music'))
('5589', (('172005', '3.0', '1149258551'), 'Comedy'))
('5589', (('172005', '3.0', '1149258551'), 'Family'))
('5589', (('172224', '4.0', '1033086952'), 'Music'))
('5589', (('172224', '4.0', '1033086952'), 'Comedy'))
('5589', (('172224', '4.0', '1033086952'), 'Family'))
('49280', (('172224', '3.5', '1467482334'), 'Fantasy'))
('49280', (('172224', '3.5', '1467482334'), 'Action'))
('49280', (('172224', '3.5', '1467482334'), 'Thriller'))
('111109', (('172224', '3.0', '1399502972'), 'Drama'))
('5589', (('172359', '2.5', '1240190900'), 'Music'))
('5589', (('172359', '2.5', '1240190900'), 'Comedy'))
('5589', (('172359', '2.5', '1240190900'), 'Family'))
('49280', (('172359', '2.5', '1240079466'), 'Fantasy'))
('49280', (('172359', '2.5', '1240079466'), 'Action'))
('49280', (('172359', '2.5', '1240079466'), 'Thriller'))
('5589', (('172480', '4.0', '1031099994'), 'Music'))
('5589', (('172480', '4.0', '1031099994'), 'Comedy'))
('5589', (('172480', '4.0', '1031099994'), 'Family'))
('5589', (('172644', '4.0', '1033349003'), 'Music'))
('5589', (('172644', '4.0', '1033349003'), 'Comedy'))
('5589', (('172644', '4.0', '1033349003'), 'Family'))
('5589', (('172878', '0.5', '1111719110'), 'Music'))
('5589', (('172878', '0.5', '1111719110'), 'Comedy'))
('5589', (('172878', '0.5', '1111719110'), 'Family'))
('5589', (('173768', '3.0', '1124929509'), 'Music'))
('5589', (('173768', '3.0', '1124929509'), 'Comedy'))
('5589', (('173768', '3.0', '1124929509'), 'Family'))
('5589', (('173796', '3.0', '1045859572'), 'Music'))
('5589', (('173796', '3.0', '1045859572'), 'Comedy'))
('5589', (('173796', '3.0', '1045859572'), 'Family'))
('49280', (('173979', '4.5', '1487482198'), 'Fantasy'))
('49280', (('173979', '4.5', '1487482198'), 'Action'))
('49280', (('173979', '4.5', '1487482198'), 'Thriller'))
('5589', (('174159', '3.0', '1061024813'), 'Music'))
('5589', (('174159', '3.0', '1061024813'), 'Comedy'))
('5589', (('174159', '3.0', '1061024813'), 'Family'))
('49280', (('174159', '3.0', '1171260954'), 'Fantasy'))
('49280', (('174159', '3.0', '1171260954'), 'Action'))
('49280', (('174159', '3.0', '1171260954'), 'Thriller'))
('49280', (('174229', '3.0', '1229352341'), 'Fantasy'))
('49280', (('174229', '3.0', '1229352341'), 'Action'))
('49280', (('174229', '3.0', '1229352341'), 'Thriller'))
('49280', (('174414', '2.0', '1322240563'), 'Fantasy'))
('49280', (('174414', '2.0', '1322240563'), 'Action'))
('49280', (('174414', '2.0', '1322240563'), 'Thriller'))
('5589', (('174418', '3.0', '1034977621'), 'Music'))
('5589', (('174418', '3.0', '1034977621'), 'Comedy'))
('5589', (('174418', '3.0', '1034977621'), 'Family'))
('49280', (('174759', '2.5', '1179708588'), 'Fantasy'))
('49280', (('174759', '2.5', '1179708588'), 'Action'))
('49280', (('174759', '2.5', '1179708588'), 'Thriller'))
('49280', (('174864', '2.5', '1230395311'), 'Fantasy'))
('49280', (('174864', '2.5', '1230395311'), 'Action'))
('49280', (('174864', '2.5', '1230395311'), 'Thriller'))
('49280', (('174931', '4.0', '1294437049'), 'Fantasy'))
('49280', (('174931', '4.0', '1294437049'), 'Action'))
('49280', (('174931', '4.0', '1294437049'), 'Thriller'))
('5589', (('175202', '3.5', '1313836528'), 'Music'))
('5589', (('175202', '3.5', '1313836528'), 'Comedy'))
('5589', (('175202', '3.5', '1313836528'), 'Family'))
('49280', (('175683', '4.0', '1253368431'), 'Fantasy'))
('49280', (('175683', '4.0', '1253368431'), 'Action'))
('49280', (('175683', '4.0', '1253368431'), 'Thriller'))
('5589', (('176190', '2.0', '1051229274'), 'Music'))
('5589', (('176190', '2.0', '1051229274'), 'Comedy'))
('5589', (('176190', '2.0', '1051229274'), 'Family'))
('5589', (('176443', '3.5', '1346643955'), 'Music'))
('5589', (('176443', '3.5', '1346643955'), 'Comedy'))
('5589', (('176443', '3.5', '1346643955'), 'Family'))
('49280', (('176672', '2.5', '1168835956'), 'Fantasy'))
('49280', (('176672', '2.5', '1168835956'), 'Action'))
('49280', (('176672', '2.5', '1168835956'), 'Thriller'))
('49280', (('176920', '3.5', '1204945712'), 'Fantasy'))
('49280', (('176920', '3.5', '1204945712'), 'Action'))
('49280', (('176920', '3.5', '1204945712'), 'Thriller'))
('49280', (('177150', '4.0', '1183755501'), 'Fantasy'))
('49280', (('177150', '4.0', '1183755501'), 'Action'))
('49280', (('177150', '4.0', '1183755501'), 'Thriller'))
('49280', (('177593', '3.0', '1252141984'), 'Fantasy'))
('49280', (('177593', '3.0', '1252141984'), 'Action'))
('49280', (('177593', '3.0', '1252141984'), 'Thriller'))
('49280', (('177795', '4.0', '1210920817'), 'Fantasy'))
('49280', (('177795', '4.0', '1210920817'), 'Action'))
('49280', (('177795', '4.0', '1210920817'), 'Thriller'))
('49280', (('178767', '2.5', '1180461737'), 'Fantasy'))
('49280', (('178767', '2.5', '1180461737'), 'Action'))
('49280', (('178767', '2.5', '1180461737'), 'Thriller'))
('49280', (('179073', '3.0', '1239571001'), 'Fantasy'))
('49280', (('179073', '3.0', '1239571001'), 'Action'))
('49280', (('179073', '3.0', '1239571001'), 'Thriller'))
('5589', (('179137', '4.0', '1034001757'), 'Music'))
('5589', (('179137', '4.0', '1034001757'), 'Comedy'))
('5589', (('179137', '4.0', '1034001757'), 'Family'))
('49280', (('179137', '3.5', '1183481122'), 'Fantasy'))
('49280', (('179137', '3.5', '1183481122'), 'Action'))
('49280', (('179137', '3.5', '1183481122'), 'Thriller'))
('49280', (('179792', '3.0', '1166234895'), 'Fantasy'))
('49280', (('179792', '3.0', '1166234895'), 'Action'))
('49280', (('179792', '3.0', '1166234895'), 'Thriller'))
('5589', (('180292', '1.5', '1167169928'), 'Music'))
('5589', (('180292', '1.5', '1167169928'), 'Comedy'))
('5589', (('180292', '1.5', '1167169928'), 'Family'))
('5589', (('180619', '3.0', '1262359447'), 'Music'))
('5589', (('180619', '3.0', '1262359447'), 'Comedy'))
('5589', (('180619', '3.0', '1262359447'), 'Family'))
('49280', (('180711', '4.0', '1204670101'), 'Fantasy'))
('49280', (('180711', '4.0', '1204670101'), 'Action'))
('49280', (('180711', '4.0', '1204670101'), 'Thriller'))
('5589', (('181107', '3.5', '1139721870'), 'Music'))
('5589', (('181107', '3.5', '1139721870'), 'Comedy'))
('5589', (('181107', '3.5', '1139721870'), 'Family'))
('5589', (('182319', '3.0', '1037293976'), 'Music'))
('5589', (('182319', '3.0', '1037293976'), 'Comedy'))
('5589', (('182319', '3.0', '1037293976'), 'Family'))
('49280', (('182466', '3.5', '1233073508'), 'Fantasy'))
('49280', (('182466', '3.5', '1233073508'), 'Action'))
('49280', (('182466', '3.5', '1233073508'), 'Thriller'))
('49280', (('182555', '3.0', '1465082947'), 'Fantasy'))
('49280', (('182555', '3.0', '1465082947'), 'Action'))
('49280', (('182555', '3.0', '1465082947'), 'Thriller'))
('49280', (('182617', '4.5', '1403156097'), 'Fantasy'))
('49280', (('182617', '4.5', '1403156097'), 'Action'))
('49280', (('182617', '4.5', '1403156097'), 'Thriller'))
('5589', (('182697', '4.5', '1083556764'), 'Music'))
('5589', (('182697', '4.5', '1083556764'), 'Comedy'))
('5589', (('182697', '4.5', '1083556764'), 'Family'))
('49280', (('182803', '2.5', '1175680618'), 'Fantasy'))
('49280', (('182803', '2.5', '1175680618'), 'Action'))
('49280', (('182803', '2.5', '1175680618'), 'Thriller'))
('5589', (('182889', '3.5', '1281999794'), 'Music'))
('5589', (('182889', '3.5', '1281999794'), 'Comedy'))
('5589', (('182889', '3.5', '1281999794'), 'Family'))
('5589', (('183100', '1.0', '1043783140'), 'Music'))
('5589', (('183100', '1.0', '1043783140'), 'Comedy'))
('5589', (('183100', '1.0', '1043783140'), 'Family'))
('49280', (('183134', '3.5', '1252788866'), 'Fantasy'))
('49280', (('183134', '3.5', '1252788866'), 'Action'))
('49280', (('183134', '3.5', '1252788866'), 'Thriller'))
('5589', (('183219', '3.5', '1432729591'), 'Music'))
('5589', (('183219', '3.5', '1432729591'), 'Comedy'))
('5589', (('183219', '3.5', '1432729591'), 'Family'))
('49280', (('184245', '1.5', '1165793375'), 'Fantasy'))
('49280', (('184245', '1.5', '1165793375'), 'Action'))
('49280', (('184245', '1.5', '1165793375'), 'Thriller'))
('49280', (('184559', '4.5', '1261197376'), 'Fantasy'))
('49280', (('184559', '4.5', '1261197376'), 'Action'))
('49280', (('184559', '4.5', '1261197376'), 'Thriller'))
('49280', (('184562', '3.0', '1260572518'), 'Fantasy'))
('49280', (('184562', '3.0', '1260572518'), 'Action'))
('49280', (('184562', '3.0', '1260572518'), 'Thriller'))
('5589', (('184648', '1.0', '1031795587'), 'Music'))
('5589', (('184648', '1.0', '1031795587'), 'Comedy'))
('5589', (('184648', '1.0', '1031795587'), 'Family'))
('5589', (('186059', '3.0', '1033227769'), 'Music'))
('5589', (('186059', '3.0', '1033227769'), 'Comedy'))
('5589', (('186059', '3.0', '1033227769'), 'Family'))
('49280', (('186059', '3.5', '1176249717'), 'Fantasy'))
('49280', (('186059', '3.5', '1176249717'), 'Action'))
('49280', (('186059', '3.5', '1176249717'), 'Thriller'))
('49280', (('186075', '3.0', '1266992399'), 'Fantasy'))
('49280', (('186075', '3.0', '1266992399'), 'Action'))
('49280', (('186075', '3.0', '1266992399'), 'Thriller'))
('5589', (('187100', '3.0', '1032576498'), 'Music'))
('5589', (('187100', '3.0', '1032576498'), 'Comedy'))
('5589', (('187100', '3.0', '1032576498'), 'Family'))
('49280', (('187723', '4.0', '1165361662'), 'Fantasy'))
('49280', (('187723', '4.0', '1165361662'), 'Action'))
('49280', (('187723', '4.0', '1165361662'), 'Thriller'))
('49280', (('187871', '2.5', '1164868851'), 'Fantasy'))
('49280', (('187871', '2.5', '1164868851'), 'Action'))
('49280', (('187871', '2.5', '1164868851'), 'Thriller'))
('49280', (('188047', '2.5', '1224396507'), 'Fantasy'))
('49280', (('188047', '2.5', '1224396507'), 'Action'))
('49280', (('188047', '2.5', '1224396507'), 'Thriller'))
('49280', (('188407', '3.0', '1174369702'), 'Fantasy'))
('49280', (('188407', '3.0', '1174369702'), 'Action'))
('49280', (('188407', '3.0', '1174369702'), 'Thriller'))
('49280', (('188582', '3.5', '1443825159'), 'Fantasy'))
('49280', (('188582', '3.5', '1443825159'), 'Action'))
('49280', (('188582', '3.5', '1443825159'), 'Thriller'))
('49280', (('188905', '4.0', '1166485672'), 'Fantasy'))
('49280', (('188905', '4.0', '1166485672'), 'Action'))
('49280', (('188905', '4.0', '1166485672'), 'Thriller'))
('49280', (('188998', '4.5', '1178300070'), 'Fantasy'))
('49280', (('188998', '4.5', '1178300070'), 'Action'))
('49280', (('188998', '4.5', '1178300070'), 'Thriller'))
('49280', (('189625', '4.5', '1247899214'), 'Fantasy'))
('49280', (('189625', '4.5', '1247899214'), 'Action'))
('49280', (('189625', '4.5', '1247899214'), 'Thriller'))
('49280', (('190682', '3.0', '1200941956'), 'Fantasy'))
('49280', (('190682', '3.0', '1200941956'), 'Action'))
('49280', (('190682', '3.0', '1200941956'), 'Thriller'))
('49280', (('191049', '4.0', '1220437133'), 'Fantasy'))
('49280', (('191049', '4.0', '1220437133'), 'Action'))
('49280', (('191049', '4.0', '1220437133'), 'Thriller'))
('49280', (('191249', '3.0', '1194560962'), 'Fantasy'))
('49280', (('191249', '3.0', '1194560962'), 'Action'))
('49280', (('191249', '3.0', '1194560962'), 'Thriller'))
('49280', (('191710', '4.0', '1432346001'), 'Fantasy'))
('49280', (('191710', '4.0', '1432346001'), 'Action'))
('49280', (('191710', '4.0', '1432346001'), 'Thriller'))
('5589', (('192348', '3.0', '1031285417'), 'Music'))
('5589', (('192348', '3.0', '1031285417'), 'Comedy'))
('5589', (('192348', '3.0', '1031285417'), 'Family'))
('49280', (('192946', '3.0', '1182138498'), 'Fantasy'))
('49280', (('192946', '3.0', '1182138498'), 'Action'))
('49280', (('192946', '3.0', '1182138498'), 'Thriller'))
('49280', (('193329', '3.0', '1192600582'), 'Fantasy'))
('49280', (('193329', '3.0', '1192600582'), 'Action'))
('49280', (('193329', '3.0', '1192600582'), 'Thriller'))
('49280', (('193640', '3.5', '1322939268'), 'Fantasy'))
('49280', (('193640', '3.5', '1322939268'), 'Action'))
('49280', (('193640', '3.5', '1322939268'), 'Thriller'))
('49280', (('193772', '4.0', '1311538504'), 'Fantasy'))
('49280', (('193772', '4.0', '1311538504'), 'Action'))
('49280', (('193772', '4.0', '1311538504'), 'Thriller'))
('49280', (('193795', '2.5', '1188234736'), 'Fantasy'))
('49280', (('193795', '2.5', '1188234736'), 'Action'))
('49280', (('193795', '2.5', '1188234736'), 'Thriller'))
('5589', (('194008', '4.0', '1330711360'), 'Music'))
('5589', (('194008', '4.0', '1330711360'), 'Comedy'))
('5589', (('194008', '4.0', '1330711360'), 'Family'))
('49280', (('194422', '3.5', '1225313636'), 'Fantasy'))
('49280', (('194422', '3.5', '1225313636'), 'Action'))
('49280', (('194422', '3.5', '1225313636'), 'Thriller'))
('5589', (('194608', '2.5', '1193156857'), 'Music'))
('5589', (('194608', '2.5', '1193156857'), 'Comedy'))
('5589', (('194608', '2.5', '1193156857'), 'Family'))
('5589', (('194690', '2.5', '1136873001'), 'Music'))
('5589', (('194690', '2.5', '1136873001'), 'Comedy'))
('5589', (('194690', '2.5', '1136873001'), 'Family'))
('5589', (('194974', '2.0', '1032360580'), 'Music'))
('5589', (('194974', '2.0', '1032360580'), 'Comedy'))
('5589', (('194974', '2.0', '1032360580'), 'Family'))
('49280', (('195418', '4.0', '1197129905'), 'Fantasy'))
('49280', (('195418', '4.0', '1197129905'), 'Action'))
('49280', (('195418', '4.0', '1197129905'), 'Thriller'))
('5589', (('195643', '3.0', '1034343805'), 'Music'))
('5589', (('195643', '3.0', '1034343805'), 'Comedy'))
('5589', (('195643', '3.0', '1034343805'), 'Family'))
('5589', (('195820', '2.0', '1037043318'), 'Music'))
('5589', (('195820', '2.0', '1037043318'), 'Comedy'))
('5589', (('195820', '2.0', '1037043318'), 'Family'))
('5589', (('195848', '3.0', '1044991186'), 'Music'))
('5589', (('195848', '3.0', '1044991186'), 'Comedy'))
('5589', (('195848', '3.0', '1044991186'), 'Family'))
('49280', (('196061', '3.5', '1326952340'), 'Fantasy'))
('49280', (('196061', '3.5', '1326952340'), 'Action'))
('49280', (('196061', '3.5', '1326952340'), 'Thriller'))
('49280', (('196116', '3.5', '1476826214'), 'Fantasy'))
('49280', (('196116', '3.5', '1476826214'), 'Action'))
('49280', (('196116', '3.5', '1476826214'), 'Thriller'))
('5589', (('196186', '3.5', '1108444922'), 'Music'))
('5589', (('196186', '3.5', '1108444922'), 'Comedy'))
('5589', (('196186', '3.5', '1108444922'), 'Family'))
('5589', (('196196', '3.5', '1497627338'), 'Music'))
('5589', (('196196', '3.5', '1497627338'), 'Comedy'))
('5589', (('196196', '3.5', '1497627338'), 'Family'))
('49280', (('196196', '4.0', '1401299199'), 'Fantasy'))
('49280', (('196196', '4.0', '1401299199'), 'Action'))
('49280', (('196196', '4.0', '1401299199'), 'Thriller'))
('5589', (('196198', '3.0', '1181142639'), 'Music'))
('5589', (('196198', '3.0', '1181142639'), 'Comedy'))
('5589', (('196198', '3.0', '1181142639'), 'Family'))
('49280', (('196296', '1.5', '1200923662'), 'Fantasy'))
('49280', (('196296', '1.5', '1200923662'), 'Action'))
('49280', (('196296', '1.5', '1200923662'), 'Thriller'))
('45527', (('197062', '3.0', '1434877911'), 'Action'))
('45527', (('197062', '3.0', '1434877911'), 'Mystery'))
('45527', (('197062', '3.0', '1434877911'), 'Thriller'))
('45527', (('197062', '3.0', '1434877911'), 'Horror'))
('5589', (('197477', '3.0', '1031529415'), 'Music'))
('5589', (('197477', '3.0', '1031529415'), 'Comedy'))
('5589', (('197477', '3.0', '1031529415'), 'Family'))
('49280', (('197858', '4.0', '1193688921'), 'Fantasy'))
('49280', (('197858', '4.0', '1193688921'), 'Action'))
('49280', (('197858', '4.0', '1193688921'), 'Thriller'))
('5589', (('198229', '3.0', '1043997801'), 'Music'))
('5589', (('198229', '3.0', '1043997801'), 'Comedy'))
('5589', (('198229', '3.0', '1043997801'), 'Family'))
('49280', (('198603', '4.0', '1210020960'), 'Fantasy'))
('49280', (('198603', '4.0', '1210020960'), 'Action'))
('49280', (('198603', '4.0', '1210020960'), 'Thriller'))
('5589', (('199528', '5.0', '1472839802'), 'Music'))
('5589', (('199528', '5.0', '1472839802'), 'Comedy'))
('5589', (('199528', '5.0', '1472839802'), 'Family'))
('5589', (('199754', '3.5', '1059091833'), 'Music'))
('5589', (('199754', '3.5', '1059091833'), 'Comedy'))
('5589', (('199754', '3.5', '1059091833'), 'Family'))
